System,USSType,x,y,z,Check
Pleiades Sector DL-Y d65,$USS_Type_WeaponsFire;,-83.281,-151.406,-347.188,pass
Pleiades Sector DL-Y d66,$USS_Type_NonHuman;,-90.781,-159.531,-354.094,pass
Pleiades Sector DL-Y d66,$USS_Type_NonHuman;,-90.78125,-159.53125,-354.09375,pass
Pleiades Sector DL-Y d67,$USS_Type_NonHuman;,-80.25,-156.9375,-351.96875,pass
Pleiades Sector DL-Y d67,$USS_Type_NonHuman;,-80.25,-156.938,-351.969,pass
Pleiades Sector DL-Y d67,$USS_Type_ValuableSalvage;,-80.25,-156.938,-351.969,pass
PLEIADES SECTOR DL-Y D68,$USS_Type_NonHuman;,-80.6875,-141.5625,-352.09375,pass
Pleiades Sector DL-Y d68,$USS_Type_NonHuman;,-80.6875,-141.5625,-352.09375,pass
PLEIADES SECTOR DL-Y D69,$USS_Type_NonHuman;,-89.84375,-152.0625,-352.40625,pass
Pleiades Sector DL-Y d69,$USS_Type_NonHuman;,-89.844,-152.063,-352.406,pass
Pleiades Sector DM-L b8-0,$USS_Type_NonHuman;,-39.8125,-125,-260.25,pass
Pleiades Sector DM-M b7-2,$USS_Type_NonHuman;,-120.656,-197.75,-277.031,pass
Pleiades Sector DQ-Y c0,$USS_Type_NonHuman;,-61.6875,-180.46875,-421.03125,pass
Pleiades Sector DQ-Y c0,$USS_Type_NonHuman;,-61.688,-180.469,-421.031,pass
Pleiades Sector DQ-Y c0,$USS_Type_Salvage;,-61.6875,-180.46875,-421.03125,pass
Pleiades Sector DQ-Y c0,$USS_Type_Salvage;,-61.688,-180.469,-421.031,pass
Pleiades Sector DQ-Y c0,$USS_Type_ValuableSalvage;,-61.6875,-180.46875,-421.03125,pass
Pleiades Sector DV-X b1-1,$USS_Type_NonHuman;,-1.406,-119.75,-392.844,pass
Pleiades Sector DW-M b7-1,$USS_Type_NonHuman;,-35.813,-160.594,-282.875,pass
Pleiades Sector EA-Z b1,$USS_Type_NonHuman;,-17.75,-170.5,-411.813,pass
Pleiades Sector EB-X c1-14,$USS_Type_NonHuman;,-81.438,-142.188,-353.906,pass
Pleiades Sector EB-X c1-15,$USS_Type_NonHuman;,-85.125,-142.938,-349.563,pass
Pleiades Sector EB-X c1-15,$USS_Type_Salvage;,-85.125,-142.938,-349.563,pass
Pleiades Sector EB-X c1-16,$USS_Type_DistressSignal;,-82.375,-142.438,-352.188,pass
Pleiades Sector EB-X c1-16,$USS_Type_NonHuman;,-82.375,-142.4375,-352.1875,pass
Pleiades Sector EB-X c1-16,$USS_Type_NonHuman;,-82.375,-142.438,-352.188,pass
Pleiades Sector EB-X c1-16,$USS_Type_Salvage;,-82.375,-142.438,-352.188,pass
Pleiades Sector EB-X c1-17,$USS_Type_NonHuman;,-86.031,-142.375,-352.344,pass
Pleiades Sector EB-X c1-18,$USS_Type_NonHuman;,-87.844,-142.75,-350.969,pass
Pleiades Sector EB-X c1-2,$USS_Type_NonHuman;,-82.65625,-121.15625,-380.125,pass
PLEIADES SECTOR EB-X C1-9,$USS_Type_NonHuman;,-104.34375,-140.59375,-378.28125,pass
Pleiades Sector EB-X c1-9,$USS_Type_NonHuman;,-104.34375,-140.59375,-378.28125,pass
Pleiades Sector EG-W b2-0,$USS_Type_NonHuman;,-11.594,-100.906,-369.25,pass
PLEIADES SECTOR EG-W B2-3,$USS_Type_NonHuman;,-13.03125,-85.09375,-365.9375,pass
Pleiades Sector EG-X b1-0,$USS_Type_NonHuman;,-101.656,-182.406,-400.5,pass
PLEIADES SECTOR EL-Y D30,$USS_Type_NonHuman;,-50.75,-153.0625,-414.09375,pass
Pleiades Sector EL-Y d31,$USS_Type_Salvage;,-52.03125,-158.125,-402.59375,pass
PLEIADES SECTOR EL-Y D38,$USS_Type_NonHuman;,-48.90625,-172.15625,-400.28125,pass
Pleiades Sector EL-Y d45,$USS_Type_NonHuman;,-42.09375,-128.34375,-351.875,pass
Pleiades Sector ER-M b7-2,$USS_Type_NonHuman;,-52.6875,-167.40625,-279.5,pass
Pleiades Sector ER-M b7-3,$USS_Type_NonHuman;,-63.375,-178.75,-269.34375,pass
Pleiades Sector ER-V b2-2,$USS_Type_NonHuman;,-141.313,-161.031,-367.5,pass
Pleiades Sector ES-S b4-1,$USS_Type_NonHuman;,-165.219,-104.938,-334.563,pass
Pleiades Sector ES-S b4-2,$USS_Type_NonHuman;,-168.063,-102.844,-340,pass
Pleiades Sector EV-Y b2,$USS_Type_NonHuman;,-62.625,-204.84375,-407.9375,pass
Pleiades Sector EW-M b7-0,$USS_Type_NonHuman;,-22.969,-161.469,-281.563,pass
Pleiades Sector EW-V b2-2,$USS_Type_NonHuman;,-100.094,-143.844,-382.125,pass
Pleiades Sector FB-X b1-0,$USS_Type_NonHuman;,-109,-192.156,-397.375,pass
Pleiades Sector FC-L b8-2,$USS_Type_Salvage;,-78.156,-152.688,-259.125,pass
Pleiades Sector FG-X b1-0,$USS_Type_NonHuman;,-84.5,-167.813,-400.656,pass
Pleiades Sector FH-L b8-1,$USS_Type_NonHuman;,-42.4375,-131.6875,-264.21875,pass
PLEIADES SECTOR FH-U B3-1,$USS_Type_NonHuman;,-117.78125,-111.84375,-357.71875,pass
Pleiades Sector FH-U b3-3,$USS_Type_NonHuman;,-112.031,-122.25,-352.031,pass
Pleiades Sector FL-X b1-1,$USS_Type_NonHuman;,-32.906,-160.469,-399.25,pass
PLEIADES SECTOR FM-U B3-0,$USS_Type_NonHuman;,-84.875,-104.34375,-346.125,pass
Pleiades Sector FQ-X b1-0,$USS_Type_NonHuman;,-4.344,-143,-401.469,pass
Pleiades Sector FR-M b7-0,$USS_Type_NonHuman;,-40.0625,-184.09375,-284.25,pass
PLEIADES SECTOR FR-V B2-0,$USS_Type_NonHuman;,-109.75,-145.15625,-369.125,pass
Pleiades Sector FW-V b2-0,$USS_Type_NonHuman;,-81.71875,-133.34375,-375.90625,pass
Pleiades Sector FW-V b2-2,$USS_Type_NonHuman;,-79.125,-139.938,-374.406,pass
Pleiades Sector FW-W c1-1,$USS_Type_NonHuman;,-140.938,-147.813,-382.188,pass
Pleiades Sector FW-W c1-2,$USS_Type_NonHuman;,-107.563,-179.344,-361.75,pass
Pleiades Sector FW-W c1-7,$USS_Type_NonHuman;,-134.938,-149.969,-384.25,pass
Pleiades Sector FW-W d1-37,$USS_Type_NonHuman;,-79.688,-79.281,-279.563,pass
Pleiades Sector FW-W d1-39,$USS_Type_NonHuman;,-101,-91,-275.844,pass
PLEIADES SECTOR FW-W D1-43,$USS_Type_NonHuman;,-77.21875,-70.9375,-283.96875,pass
PLEIADES SECTOR FW-W D1-54,$USS_Type_NonHuman;,-82.875,-103.0625,-274.125,pass
Pleiades Sector FW-W d1-77,$USS_Type_ValuableSalvage;,-90.656,-62.063,-322.875,pass
Pleiades Sector GC-L b8-0,$USS_Type_NonHuman;,-62.063,-160.281,-262.281,pass
Pleiades Sector GC-L b8-3,$USS_Type_NonHuman;,-52.375,-148.78125,-258.15625,pass
Pleiades Sector GG-X b1-0,$USS_Type_NonHuman;,-63.875,-181.063,-404.813,pass
Pleiades Sector GG-Y c4,$USS_Type_DistressSignal;,-99.969,-231.688,-387.25,pass
Pleiades Sector GG-Y c4,$USS_Type_NonHuman;,-99.969,-231.688,-387.25,pass
Pleiades Sector GG-Y c4,$USS_Type_Salvage;,-99.969,-231.688,-387.25,pass
Pleiades Sector GH-L b8-0,$USS_Type_NonHuman;,-24.906,-141.656,-261.563,pass
Pleiades Sector GH-L b8-0,$USS_Type_NonHuman;,-24.90625,-141.65625,-261.5625,pass
PLEIADES SECTOR GM-V B2-2,$USS_Type_NonHuman;,-130.75,-177.09375,-365.8125,pass
PLEIADES SECTOR GM-V C2-10,$USS_Type_NonHuman;,-81.21875,-88.125,-342.5,pass
Pleiades Sector GM-V c2-15,$USS_Type_NonHuman;,-100.25,-103.031,-328.063,pass
Pleiades Sector GM-V c2-3,$USS_Type_NonHuman;,-92.75,-76.625,-342.125,pass
Pleiades Sector GR-V b2-0,$USS_Type_NonHuman;,-102.25,-159.188,-385,pass
Pleiades Sector GR-V b2-1,$USS_Type_NonHuman;,-92.688,-154.125,-367.125,pass
Pleiades Sector GR-V b2-2,$USS_Type_NonHuman;,-97.65625,-160.15625,-366.6875,pass
Pleiades Sector GW-V b2-1,$USS_Type_NonHuman;,-57.6875,-133.90625,-371.25,pass
PLEIADES SECTOR GW-W C1-11,$USS_Type_NonHuman;,-86.03125,-159.09375,-354.71875,pass
Pleiades Sector GW-W c1-11,$USS_Type_NonHuman;,-86.031,-159.094,-354.719,pass
Pleiades Sector GW-W c1-11,$USS_Type_ValuableSalvage;,-86.031,-159.094,-354.719,pass
Pleiades Sector GW-W c1-12,$USS_Type_NonHuman;,-79.906,-159.094,-352.781,pass
Pleiades Sector GW-W c1-12,$USS_Type_NonHuman;,-79.90625,-159.09375,-352.78125,pass
PLEIADES SECTOR GW-W C1-13,$USS_Type_NonHuman;,-77.375,-156.3125,-352.03125,pass
Pleiades Sector GW-W c1-13,$USS_Type_NonHuman;,-77.375,-156.3125,-352.03125,pass
Pleiades Sector GW-W c1-13,$USS_Type_NonHuman;,-77.375,-156.313,-352.031,pass
PLEIADES SECTOR GW-W C1-14,$USS_Type_NonHuman;,-83.46875,-156.78125,-352.375,pass
Pleiades Sector GW-W c1-14,$USS_Type_NonHuman;,-83.46875,-156.78125,-352.375,pass
Pleiades Sector GW-W c1-14,$USS_Type_NonHuman;,-83.469,-156.781,-352.375,pass
Pleiades Sector GW-W c1-15,$USS_Type_NonHuman;,-76.9375,-153.71875,-346.625,pass
Pleiades Sector GW-W c1-15,$USS_Type_NonHuman;,-76.938,-153.719,-346.625,pass
Pleiades Sector GW-W c1-3,$USS_Type_NonHuman;,-69.3125,-160.5,-360.15625,pass
Pleiades Sector GW-W c1-3,$USS_Type_NonHuman;,-69.313,-160.5,-360.156,pass
Pleiades Sector GW-W c1-4,$USS_Type_NonHuman;,-81.625,-151.313,-383.531,pass
PLEIADES SECTOR GW-W C1-5,$USS_Type_NonHuman;,-84.65625,-159,-380.3125,pass
Pleiades Sector GW-W c1-5,$USS_Type_NonHuman;,-84.65625,-159,-380.3125,pass
Pleiades Sector GW-W c1-6,$USS_Type_NonHuman;,-82.313,-148,-358.375,pass
Pleiades Sector GW-W c1-7,$USS_Type_NonHuman;,-78.25,-149.906,-376.969,pass
Pleiades Sector GW-W c1-8,$USS_Type_NonHuman;,-77.78125,-151.4375,-379.15625,pass
Pleiades Sector GW-W c1-8,$USS_Type_Salvage;,-77.78125,-151.4375,-379.15625,pass
PLEIADES SECTOR GW-W C1-9,$USS_Type_NonHuman;,-94.375,-151.03125,-354.15625,pass
Pleiades Sector GW-W c1-9,$USS_Type_NonHuman;,-94.375,-151.031,-354.156,pass
Pleiades Sector GW-W c1-9,$USS_Type_NonHuman;,-94.375,-151.03125,-354.15625,pass
PLEIADES SECTOR GW-W D1-33,$USS_Type_NonHuman;,-50.25,-62.8125,-326.8125,pass
PLEIADES SECTOR GW-W D1-54,$USS_Type_NonHuman;,-46.625,-91.6875,-271.03125,pass
Pleiades Sector GW-W d1-59,$USS_Type_NonHuman;,-47.375,-81.219,-294.563,pass
Pleiades Sector GW-W d1-61,$USS_Type_NonHuman;,-59.1875,-103.90625,-340.15625,pass
PLEIADES SECTOR GW-W D1-84,$USS_Type_NonHuman;,-58.96875,-99.21875,-336.59375,pass
Pleiades Sector GW-W d1-84,$USS_Type_NonHuman;,-58.96875,-99.21875,-336.59375,pass
Pleiades Sector HC-L b8-0,$USS_Type_NonHuman;,-44.8125,-162.90625,-259.96875,pass
PLEIADES SECTOR HC-U B3-2,$USS_Type_NonHuman;,-123.65625,-143.78125,-357.40625,pass
Pleiades Sector HC-U b3-3,$USS_Type_NonHuman;,-120.813,-139.906,-353.813,pass
Pleiades Sector HH-M b7-1,$USS_Type_NonHuman;,-84.96875,-224.125,-281.875,pass
Pleiades Sector HH-M b7-2,$USS_Type_NonHuman;,-75.5625,-211.8125,-284.59375,pass
Pleiades Sector HH-U b3-0,$USS_Type_NonHuman;,-70.4375,-121.5625,-357.8125,pass
Pleiades Sector HH-V c2-1,$USS_Type_NonHuman;,-139.781,-137.125,-344.25,pass
Pleiades Sector HH-V c2-13,$USS_Type_NonHuman;,-134.875,-139.375,-327.90625,pass
Pleiades Sector HH-V c2-3,$USS_Type_NonHuman;,-107.0625,-118.625,-312.46875,pass
Pleiades Sector HH-V c2-6,$USS_Type_NonHuman;,-112.313,-127.125,-318.844,pass
Pleiades Sector HM-M b7-0,$USS_Type_NonHuman;,-36,-195.6875,-273.65625,pass
Pleiades Sector HM-V c2-4,$USS_Type_NonHuman;,-54.094,-100.5,-305.688,pass
Pleiades Sector HN-S b4-1,$USS_Type_NonHuman;,-154.875,-120.531,-339.375,pass
Pleiades Sector HR-V b2-0,$USS_Type_NonHuman;,-80.594,-161.313,-382.906,pass
PLEIADES SECTOR HR-V B2-1,$USS_Type_NonHuman;,-75.15625,-163.8125,-382.84375,pass
Pleiades Sector HR-V b2-2,$USS_Type_NonHuman;,-77.781,-160.188,-380.469,pass
Pleiades Sector HR-V b2-2,$USS_Type_Salvage;,-77.781,-160.188,-380.469,pass
Pleiades Sector HR-W c1-2,$USS_Type_NonHuman;,-135.781,-191.344,-384.5,pass
Pleiades Sector HR-W d1-21,$USS_Type_NonHuman;,-69.0625,-147.125,-267.84375,pass
Pleiades Sector HR-W d1-21,$USS_Type_NonHuman;,-69.063,-147.125,-267.844,pass
PLEIADES SECTOR HR-W D1-24,$USS_Type_NonHuman;,-113.4375,-178.1875,-299.65625,pass
Pleiades Sector HR-W d1-26,$USS_Type_NonHuman;,-107.188,-123.094,-321.156,pass
Pleiades Sector HR-W d1-26,$USS_Type_Salvage;,-107.188,-123.094,-321.156,pass
Pleiades Sector HR-W d1-27,$USS_Type_NonHuman;,-121.781,-111.094,-335.875,pass
Pleiades Sector HR-W d1-27,$USS_Type_ValuableSalvage;,-121.781,-111.094,-335.875,pass
Pleiades Sector HR-W d1-30,$USS_Type_NonHuman;,-97.469,-136.906,-322.344,pass
Pleiades Sector HR-W d1-33,$USS_Type_NonHuman;,-66.313,-157.531,-286.688,pass
PLEIADES SECTOR HR-W D1-36,$USS_Type_NonHuman;,-67.65625,-150.71875,-333.3125,pass
Pleiades Sector HR-W d1-36,$USS_Type_NonHuman;,-67.656,-150.719,-333.313,pass
Pleiades Sector HR-W d1-36,$USS_Type_NonHuman;,-67.65625,-150.71875,-333.3125,pass
Pleiades Sector HR-W d1-41,$USS_Type_DistressSignal;,-83.969,-146.156,-334.219,pass
Pleiades Sector HR-W d1-41,$USS_Type_NonHuman;,-83.969,-146.156,-334.219,pass
Pleiades Sector HR-W d1-41,$USS_Type_Salvage;,-83.96875,-146.15625,-334.21875,pass
Pleiades Sector HR-W d1-41,$USS_Type_Salvage;,-83.969,-146.156,-334.219,pass
Pleiades Sector HR-W d1-41,$USS_Type_ValuableSalvage;,-83.969,-146.156,-334.219,pass
PLEIADES SECTOR HR-W D1-42,$USS_Type_NonHuman;,-70.1875,-150.21875,-343.84375,pass
Pleiades Sector HR-W d1-42,$USS_Type_NonHuman;,-70.1875,-150.21875,-343.84375,pass
Pleiades Sector HR-W d1-43,$USS_Type_NonHuman;,-103.563,-112.875,-302.844,pass
Pleiades Sector HR-W d1-49,$USS_Type_NonHuman;,-99.125,-175.59375,-269.53125,pass
PLEIADES SECTOR HR-W D1-52,$USS_Type_NonHuman;,-91.40625,-149.625,-298.875,pass
Pleiades Sector HR-W d1-52,$USS_Type_NonHuman;,-91.406,-149.625,-298.875,pass
Pleiades Sector HR-W d1-54,$USS_Type_NonHuman;,-139.031,-150.75,-305.25,pass
Pleiades Sector HR-W d1-57,$USS_Type_NonHuman;,-86.406,-125.156,-301.844,pass
Pleiades Sector HR-W d1-57,$USS_Type_NonHuman;,-86.40625,-125.15625,-301.84375,pass
Pleiades Sector HR-W d1-57,$USS_Type_Salvage;,-86.406,-125.156,-301.844,pass
Pleiades Sector HR-W d1-57,$USS_Type_Salvage;,-86.40625,-125.15625,-301.84375,pass
Pleiades Sector HR-W d1-57,$USS_Type_WeaponsFire;,-86.406,-125.156,-301.844,pass
PLEIADES SECTOR HR-W D1-59,$USS_Type_NonHuman;,-76.03125,-128.3125,-326.25,pass
Pleiades Sector HR-W d1-59,$USS_Type_NonHuman;,-76.031,-128.313,-326.25,pass
Pleiades Sector HR-W d1-59,$USS_Type_NonHuman;,-76.03125,-128.3125,-326.25,pass
Pleiades Sector HR-W d1-67,$USS_Type_NonHuman;,-82.625,-181.156,-313.656,pass
Pleiades Sector HR-W d1-73,$USS_Type_NonHuman;,-111.46875,-174.09375,-331.96875,pass
Pleiades Sector HR-W d1-74,$USS_Type_NonHuman;,-87.406,-150.906,-344.969,pass
Pleiades Sector HR-W d1-74,$USS_Type_Salvage;,-87.406,-150.906,-344.969,pass
Pleiades Sector HR-W d1-74,$USS_Type_Salvage;,-87.40625,-150.90625,-344.96875,pass
Pleiades Sector HR-W d1-74,$USS_Type_ValuableSalvage;,-87.40625,-150.90625,-344.96875,pass
Pleiades Sector HR-W d1-74,$USS_Type_WeaponsFire;,-87.406,-150.906,-344.969,pass
PLEIADES SECTOR HR-W D1-75,$USS_Type_NonHuman;,-92.03125,-144.1875,-339.875,pass
Pleiades Sector HR-W d1-75,$USS_Type_NonHuman;,-92.031,-144.188,-339.875,pass
Pleiades Sector HR-W d1-75,$USS_Type_NonHuman;,-92.03125,-144.1875,-339.875,pass
Pleiades Sector HR-W d1-76,$USS_Type_NonHuman;,-89.063,-144.625,-344.531,pass
PLEIADES SECTOR HR-W D1-77,$USS_Type_NonHuman;,-77.28125,-159.34375,-338.09375,pass
Pleiades Sector HR-W d1-77,$USS_Type_NonHuman;,-77.281,-159.344,-338.094,pass
Pleiades Sector HR-W d1-77,$USS_Type_NonHuman;,-77.28125,-159.34375,-338.09375,pass
PLEIADES SECTOR HR-W D1-78,$USS_Type_NonHuman;,-93.0625,-151.65625,-340.1875,pass
Pleiades Sector HR-W d1-78,$USS_Type_NonHuman;,-93.0625,-151.65625,-340.1875,pass
Pleiades Sector HR-W d1-78,$USS_Type_NonHuman;,-93.063,-151.656,-340.188,pass
Pleiades Sector HS-S b4-2,$USS_Type_NonHuman;,-123.813,-104.375,-337.063,pass
PLEIADES SECTOR HW-W C1-4,$USS_Type_NonHuman;,-61.75,-157.71875,-350.125,pass
Pleiades Sector HW-W c1-4,$USS_Type_NonHuman;,-61.75,-157.719,-350.125,pass
PLEIADES SECTOR HW-W C1-6,$USS_Type_NonHuman;,-60.15625,-159.46875,-359.375,pass
Pleiades Sector HW-W c1-6,$USS_Type_NonHuman;,-60.156,-159.469,-359.375,pass
Pleiades Sector HW-W c1-6,$USS_Type_NonHuman;,-60.15625,-159.46875,-359.375,pass
Pleiades Sector HW-W c1-9,$USS_Type_NonHuman;,-55.875,-174.5625,-373.25,pass
PLEIADES SECTOR IC-U B3-0,$USS_Type_NonHuman;,-88.75,-125.875,-345.4375,pass
PLEIADES SECTOR IC-U B3-1,$USS_Type_NonHuman;,-90.1875,-135.15625,-348.3125,pass
Pleiades Sector IH-V c2-0,$USS_Type_NonHuman;,-104.313,-140.438,-344.781,pass
PLEIADES SECTOR IH-V C2-10,$USS_Type_NonHuman;,-69.5,-137.28125,-332.03125,pass
Pleiades Sector IH-V c2-10,$USS_Type_NonHuman;,-69.5,-137.28125,-332.03125,pass
PLEIADES SECTOR IH-V C2-11,$USS_Type_NonHuman;,-89.5625,-143.125,-317.21875,pass
Pleiades Sector IH-V c2-12,$USS_Type_NonHuman;,-85.46875,-140.4375,-322.4375,pass
Pleiades Sector IH-V c2-12,$USS_Type_NonHuman;,-85.469,-140.438,-322.438,pass
Pleiades Sector IH-V c2-13,$USS_Type_NonHuman;,-84.156,-137.5,-328,pass
PLEIADES SECTOR IH-V C2-14,$USS_Type_NonHuman;,-88.03125,-142.21875,-338.875,pass
Pleiades Sector IH-V c2-14,$USS_Type_NonHuman;,-88.031,-142.219,-338.875,pass
Pleiades Sector IH-V c2-16,$USS_Type_MissionTarget;,-92,-143.5,-341.3125,pass
Pleiades Sector IH-V c2-16,$USS_Type_MissionTarget;,-92,-143.5,-341.313,pass
PLEIADES SECTOR IH-V C2-16,$USS_Type_NonHuman;,-92,-143.5,-341.3125,pass
Pleiades Sector IH-V c2-16,$USS_Type_NonHuman;,-92,-143.5,-341.3125,pass
Pleiades Sector IH-V c2-16,$USS_Type_NonHuman;,-92,-143.5,-341.313,pass
Pleiades Sector IH-V c2-16,$USS_Type_Salvage;,-92,-143.5,-341.313,pass
Pleiades Sector IH-V c2-16,$USS_Type_ValuableSalvage;,-92,-143.5,-341.313,pass
Pleiades Sector IH-V c2-16,$USS_Type_VeryValuableSalvage;,-92,-143.5,-341.3125,pass
PLEIADES SECTOR IH-V C2-17,$USS_Type_NonHuman;,-91.78125,-141.0625,-340.375,pass
Pleiades Sector IH-V c2-17,$USS_Type_NonHuman;,-91.781,-141.063,-340.375,pass
PLEIADES SECTOR IH-V C2-18,$USS_Type_NonHuman;,-88.34375,-143.78125,-338.84375,pass
Pleiades Sector IH-V c2-18,$USS_Type_NonHuman;,-88.344,-143.781,-338.844,pass
Pleiades Sector IH-V c2-3,$USS_Type_NonHuman;,-91.28125,-114.625,-323.75,pass
Pleiades Sector IH-V c2-5,$USS_Type_Aftermath;,-78.71875,-138.03125,-321.78125,pass
Pleiades Sector IH-V c2-5,$USS_Type_Convoy;,-78.719,-138.031,-321.781,pass
Pleiades Sector IH-V c2-5,$USS_Type_NonHuman;,-78.71875,-138.03125,-321.78125,pass
Pleiades Sector IH-V c2-5,$USS_Type_NonHuman;,-78.719,-138.031,-321.781,pass
Pleiades Sector IH-V c2-6,$USS_Type_NonHuman;,-77.625,-142.219,-325.25,pass
PLEIADES SECTOR IH-V C2-7,$USS_Type_NonHuman;,-78.46875,-144.9375,-324.9375,pass
Pleiades Sector IH-V c2-7,$USS_Type_NonHuman;,-78.469,-144.938,-324.938,pass
Pleiades Sector IH-V c2-7,$USS_Type_Salvage;,-78.469,-144.938,-324.938,pass
PLEIADES SECTOR IH-V C2-8,$USS_Type_NonHuman;,-75.84375,-144.875,-324.15625,pass
Pleiades Sector IH-V c2-8,$USS_Type_NonHuman;,-75.844,-144.875,-324.156,pass
PLEIADES SECTOR IH-V C2-9,$USS_Type_NonHuman;,-72.5625,-141.96875,-326.28125,pass
Pleiades Sector IH-V c2-9,$USS_Type_NonHuman;,-72.5625,-141.96875,-326.28125,pass
Pleiades Sector IH-V c2-9,$USS_Type_NonHuman;,-72.563,-141.969,-326.281,pass
Pleiades Sector IM-V b2-0,$USS_Type_NonHuman;,-99.938,-184,-380.406,pass
Pleiades Sector IM-V b2-3,$USS_Type_NonHuman;,-88.906,-168.25,-367.813,pass
Pleiades Sector IN-S b4-3,$USS_Type_NonHuman;,-142.625,-106.53125,-344.875,pass
PLEIADES SECTOR IR-V B2-1,$USS_Type_NonHuman;,-50.15625,-153.75,-376.75,pass
PLEIADES SECTOR IR-W D1-34,$USS_Type_NonHuman;,-43.3125,-135.4375,-272.1875,pass
Pleiades Sector IR-W d1-34,$USS_Type_NonHuman;,-43.3125,-135.4375,-272.1875,pass
Pleiades Sector IR-W d1-34,$USS_Type_NonHuman;,-43.313,-135.438,-272.188,pass
Pleiades Sector IR-W d1-34,$USS_Type_Salvage;,-43.313,-135.438,-272.188,pass
Pleiades Sector IR-W d1-34,$USS_Type_ValuableSalvage;,-43.313,-135.438,-272.188,pass
Pleiades Sector IR-W d1-38,$USS_Type_NonHuman;,-35.25,-171.813,-324.438,pass
PLEIADES SECTOR IR-W D1-39,$USS_Type_NonHuman;,-50.21875,-139.46875,-335.96875,pass
Pleiades Sector IR-W d1-39,$USS_Type_NonHuman;,-50.219,-139.469,-335.969,pass
Pleiades Sector IR-W d1-43,$USS_Type_NonHuman;,-37.813,-154.031,-305.75,pass
Pleiades Sector IR-W d1-44,$USS_Type_NonHuman;,-57.219,-151.531,-281.219,pass
PLEIADES SECTOR IR-W D1-48,$USS_Type_NonHuman;,-43.46875,-116.65625,-315.28125,pass
PLEIADES SECTOR IR-W D1-52,$USS_Type_NonHuman;,-50.5625,-117.375,-270.0625,pass
Pleiades Sector IR-W d1-52,$USS_Type_NonHuman;,-50.563,-117.375,-270.063,pass
Pleiades Sector IR-W d1-55,$USS_Type_Aftermath;,-63.594,-147.406,-319.094,pass
Pleiades Sector IR-W d1-55,$USS_Type_Convoy;,-63.59375,-147.40625,-319.09375,pass
Pleiades Sector IR-W d1-55,$USS_Type_Convoy;,-63.594,-147.406,-319.094,pass
Pleiades Sector IR-W d1-55,$USS_Type_DistressSignal;,-63.59375,-147.40625,-319.09375,pass
Pleiades Sector IR-W d1-55,$USS_Type_DistressSignal;,-63.594,-147.406,-319.094,pass
PLEIADES SECTOR IR-W D1-55,$USS_Type_NonHuman;,-63.59375,-147.40625,-319.09375,pass
Pleiades Sector IR-W d1-55,$USS_Type_NonHuman;,-63.59375,-147.40625,-319.09375,pass
Pleiades Sector IR-W d1-55,$USS_Type_NonHuman;,-63.594,-147.406,-319.094,pass
Pleiades Sector IR-W d1-55,$USS_Type_Salvage;,-63.59375,-147.40625,-319.09375,pass
Pleiades Sector IR-W d1-55,$USS_Type_Salvage;,-63.594,-147.406,-319.094,pass
Pleiades Sector IR-W d1-55,$USS_Type_ValuableSalvage;,-63.59375,-147.40625,-319.09375,pass
Pleiades Sector IR-W d1-55,$USS_Type_ValuableSalvage;,-63.594,-147.406,-319.094,pass
Pleiades Sector IR-W d1-55,$USS_Type_WeaponsFire;,-63.594,-147.406,-319.094,pass
Pleiades Sector IR-W d1-56,$USS_Type_NonHuman;,-51.71875,-133.0625,-268.21875,pass
Pleiades Sector IR-W d1-56,$USS_Type_NonHuman;,-51.719,-133.063,-268.219,pass
Pleiades Sector IR-W d1-60,$USS_Type_NonHuman;,-41.96875,-172.15625,-275.90625,pass
Pleiades Sector IR-W d1-60,$USS_Type_NonHuman;,-41.969,-172.156,-275.906,pass
Pleiades Sector IR-W d1-61,$USS_Type_NonHuman;,-50.09375,-180.84375,-291.46875,pass
Pleiades Sector IR-W d1-61,$USS_Type_NonHuman;,-50.094,-180.844,-291.469,pass
PLEIADES SECTOR IR-W D1-64,$USS_Type_NonHuman;,-17.03125,-174.84375,-292.8125,pass
PLEIADES SECTOR IR-W D1-66,$USS_Type_NonHuman;,-32.4375,-157.78125,-301.625,pass
Pleiades Sector IR-W d1-66,$USS_Type_NonHuman;,-32.4375,-157.78125,-301.625,pass
Pleiades Sector IR-W d1-72,$USS_Type_NonHuman;,-44.53125,-111.03125,-268.96875,pass
Pleiades Sector IR-W d1-73,$USS_Type_NonHuman;,-44.03125,-181.90625,-278.71875,pass
Pleiades Sector IR-W d1-75,$USS_Type_NonHuman;,-28.1875,-128.0625,-316.78125,pass
Pleiades Sector IR-W d1-75,$USS_Type_NonHuman;,-28.188,-128.063,-316.781,pass
Pleiades Sector IR-W d1-76,$USS_Type_NonHuman;,-40.8125,-124.5625,-325.375,pass
Pleiades Sector IR-W d1-76,$USS_Type_NonHuman;,-40.813,-124.563,-325.375,pass
Pleiades Sector IW-W c1-12,$USS_Type_NonHuman;,-24.78125,-184.75,-381.59375,pass
Pleiades Sector IW-W c1-5,$USS_Type_NonHuman;,-13.28125,-183.78125,-381,pass
PLEIADES SECTOR IX-S B4-0,$USS_Type_NonHuman;,-61.25,-84.25,-341.875,pass
Pleiades Sector IX-S b4-1,$USS_Type_NonHuman;,-60.781,-79.531,-344.906,pass
Pleiades Sector IX-S b4-1,$USS_Type_ValuableSalvage;,-60.78125,-79.53125,-344.90625,pass
